reviewerID,asin,overall,reviewText
A26GKJ87NEDTPD,B00E0G5S20,5.0,been waiting for this ever since i heard the news that they were working on a new one - IT'S BEEN WELL WORTH THE WAIT ..... excelent job guys ..... great album - cant stop listening .....
A338PR8O42RTA0,B00E0G5S20,5.0,"Out of my 1500 cd's (90% metal) this is the best one that I have ever owned and heard.  I have listened to this at least 50 times and am shocked at the flawless quality on this grindcore,  NWOBHM,  melodic death/thrash metal masterpiece.  The aggressive,  and very melodic,  riff-driven,  metal music is immaculate.  The drumming (very tight and there's also double bassing),  the guitarwork  (machine-gun tempos, solos, riffs, twin-guitar harmonies),  the bass (pounding and relentless),  the vocals (death/black metal) are all godly.  This is a beautiful piece of work,  a beautiful collage,  which is the true definition of Classical music.  The best, in form,  it flows well: brutal and primitive yet refreshingly progressive and phenomenal in the compositional sense.All musicians (Jeff Walker - vocals, bass; Bill Steer - vocals, guitars; Dan Wilding - drums) are exceptional masters of their craft.  Thank God for the high production quality of this cd by geniuses Colin Richardson - production, Andy Sneap - mixing, mastering, Carl Brown - recording engineer.  This cd can be in a higher-end sound system down to a lower-end boom box and it still sounds great."
A2LTL305X8YRBY,B00E0G5S20,5.0,"Some might say that I'm a novice listener after only listening to Carcass for a few years. Symphonies Of Sickness, Necrotism and Heartwork were in constant rotation on my CD player when I first started. I have a firm understanding on their sound: they were early practitioners of grindcore and they evolved their sound into melodic death metal. Some would say that Heartwork was their \"sellout\" point even though they got little to no radio play. Enough about history. It's 2013, and they have their first new album in nearly 17 years. The sound is still very much melodic death metal, but with dark lyrics that bring to mind Symphonies Of Sickness and Necrotism. Longtime producer Colin Richardson (Napalm Death, Fear Factory, Machine Head) was at the production helm, but I read that he quit about a month into mixing the album. Only a few times that I remember have there been an album that he produced but didn't mix: Fear Factory's Demanufacture, Machine Head's The More Things Change..., and Napalm Death's Inside The Torn Apart. Not because he didn't try, but sometimes the band's wanted to go in another direction with the mix. For Surgical Steel, Andy Sneap (Megadeth, Amon Amarth, Arch Enemy) did the final mix and added his own flavor which resulted in Carcass, but with a little bit more grit & grime. You'll also notice that Michael Amott is absent as he's been busy with Arch Enemy and felt that doing a new Carcass album wasn't happening for him. Believe me, he is missed. That's not going to distract you from enjoying this album though. If you find this CD at a store, get the deluxe edition for the bonus track. It's cheap, and the CD is longer."
A24BSIUPHLX0NZ,B00E0G5S20,5.0,"Ever since their final recording 1995's Swansong on Earache records alas 18 years to the future..Surgical Steel emerges from the rusty depths of metal/grind at it's best,first off only two members are left bassist Jef Walker and guitarist Bill Steer with new members Dan Wilding behind the kit and a new live co-guitarist Ben Ash..long time Carcass producer Colin Richardson is back at the recording console with tracks being mixed by Andy Sneap I have to say these guys have not lost anything period..., imagine the new album as a extension of the famous 1993 album Heartwork Carcasses best album till Surgical Steel the last track Mount of Execution feels like several songs put together in a medley of sorts Bills leads are crystal clear with lots of re verb to make them even bigger and even touches of melodic passages through out every song with catchy hooks and timings.., this &#34;come back&#34; album is by far the best in 2013 I've listened to hope to listen to more British grind gore from these masters in the future."
AFHEGYXMK6HCL,B00E0P8VOS,5.0,"This is the best Grateful Dead concert I have heard from the 100s of concerts I have heard. The band are at their peak with every song played like a band obsessed. The one song That really stands out for me here is the magnificent version of 'Playing In The Band' . This track has all the elements of what is good about The Grateful Dead, boogie, rock, blues, country and Psychedelic all mixed together with some great guitar solos from Jerry and the Dead's trademark jams. I love the entire concert, there is not a dud moment. This is the one concert to get if you want to discover more of this band.The concert DVD is a historic visual record of what it was like to be at a Grateful Dead concert in 1972. Lots of naked hippies and people having a great time with no violence and lots of love and happiness.A must get for any dead heads and curious fans."
A1121AAUBIS9PQ,B00E0P8VOS,5.0,"This is one of those shows that could be played to the uninitiated to show them what all the fuss is about. One of the best shows from one of the best years in the history of the band in glorious sound ( for 41 year old tapes). The DVD/Blue-Ray captures the Dead in all their telepathic, non-showbiz glory on a heat-stroked afternoon in August. Hippies are thrown in at no extra cost. A time capsule in that regard but some of the best \"rock\" music ever created, period. The Dead at the peak of their artistic vision creating something never really seen before. Run, don't walk to get this."
A2CARFAX5FNQT9,B00E0P8VOS,5.0,"Has the vibe of the Dead of course which give the sense of community and What a Long Strange Trip!  But in Harmony with the Great Spirit, of course."
A2IN9E8KG73OLV,B00E0P8VOS,5.0,"The recordings from Europe '72 contain many of my favorite Grateful Dead \"live\" recording. This one has more great live recordings from 1972. This lineup of the Greatful Dead with Keith and Donna Godchaux is my favorite. Having the DVD along with the CD's just makes this even better. Seeing that lineup from that era is truly vintage Dead material."
A3L9FT8OJY4Q6I,B00E0P8VOS,4.0,"\"The rock music group Grateful Dead is scheduled to perform at a 'potluck picnic' Sunday, sponsored by the Springfield Creamery.\"  Eugene Register-Guard Newspaper.\"Do you hear that same sweet sound again?\"  \"Bird Song\".For Deadheads this was (is) a mythical concert from 1972. And now, finally, it's being released in it's entirety along with a DVD (or Blue-Ray) of (most of) the concert.  Over the years this concert has risen in many fan's eyes as a musical --almost spiritual--highlight of The Dead's many great sets.  This concert was just after the band had returned from Europe, which has provided fans (like me) with many hours of great music.  And this set is no different.  As Garcia has said \"...the music played the band.\"The band still had that looseness that's so much a part of their music.  But their playing was as intuitive and as tight as I've ever heard--and besides albums, I was lucky enough to steadily hear them live--indoors and out--in the Bay Area from '68 through '70, and sporadically thereafter.  Because of what The Dead do with the music, their playing can sometimes be ramshackle--they can lose that thread that holds everything together.  But not here. Not this time.  Everyone plays as one mind--in control but always searching, exploring for that key that unlocks the music for both the band and the audience.A benefit for the Kesey Creamery, (people were afraid that someone would dose the kiddies' milk and cancelled contracts) it was also the last true meeting up with The Pranksters.  The hot sun (\"We're changing our name to the Sun-Stroked Serenaders\"--Bob Weir.) kept the instruments out of tune, but the band somehow got past that and played a tremendous set.  During the concert the band became so focused on the music that they played through all the problems.  And the lucky attendees found shade under any available trees and and just enjoyed The Dead  playing a mythical set of music--which the DVD bears out.All you need to do is hear the band begin to slide into \"Sugaree\", and then \"Black-Throated Wind\".  And on into \"China Cat..Rider\" (whoa!) and you know you're hearing something special.  But listen to \"Bertha\" (a personal favorite), or the 20 minute \"Playing In The Band\", a lively \"He's Gone\", and The Dead rarity \"Bird Song\".  And even after hearing  a number of good/great versions of \"Dark Star\" from the \"Europe '72\" set, the 31 minute version here is a standout.  There's the beautiful \"Sing Me Back Home\", followed by a fine \"Sugar Magnolia\".  And these are just a few high points.  Deadheads will have their own favorites.  And I have to say that Garcia is simply on fire.  Just listen to where he takes the music on \"Playing...\" for example.  And he doesn't build up to something--he's doing it from the start.But there's moments like that all over this set.  And it doesn't matter where or when it happens because it will happen.  This is one of those special times for band and audience alike.  Garcia fans will definitely not be disappointed.  As for the rest of the band--after the Europe trip--you can hear how well they're playing literally from the beginning.  For fans of early Dead (like me) this is about as good as it gets--and I've been a fan (this was before the term \"Deadhead\" was coined) since their first vinyl album release.I still remember buying their first album (with the weird cover that suggested that this was something different) and slipping the album onto my stereo (the kind where the speakers are attached  to the turntable with very short wire) and hearing \"Cream Puff War\", \"New New Minglewood Blues\", and \"Viola Lee Blues\".  Hmmm.  This was something new.  From that point I never missed a new Dead album. I even came across (the now) vinyl rarities \"Historic Dead\" and \"Vintage Dead\", which was full of live and mysterious music.  But if you're not into this period of the band that much--this may change your mind--after blowing it.The DVD is a good quality look at the whole adventure--shot on \"spec\".  And as apparently loaded on LSD as many others, the film-makers managed to document almost everything (there's some tracks missing from the film) that went down on that sunny Sunday.  Garcia was surprised that anyone wanted to film the band--\"Why?  We just stand there.  We don't do anything.\"  But having a visual account of the concert is well worth having for views of both fans and the band.  The film taps into what the Grateful Dead experience was all about.  The sound and picture is better than you might think.  Having the complete audio concert is something special--but having the visual record of that day is something altogether different.  The film elevates everything to a higher level.  This edition has no booklet--just a short essay by David Lemieux about the concert, inside the quad-fold packaging.I should let people know that this is also available through The Dead website as a limited (12,500) edition.  At a higher price you get a 40 page booklet with essays by David Lemieux and others, a tie-dye slipcase, and an exclusive bonus documentary \"Grateful Days\" with new interviews with Mountain Girl, Ken Babbs, Wavy Gravy, and others.  But for most Deadheads the music is the most important thing, so this \"regular\" edition will do nicely.  It's nice to finally have this historic set available in good sound and visuals.  This can sit next to \"Europe '72\" with no problem.  And don't forget the NRPS' live set, also from the same Veneta Dead concert.  Up next is the Garcia/Legion Of Mary set, coming soon."
A3U3PA6J2XOVFK,B00E0P8VQQ,5.0,"I loved the early Patty Griffin albums, so I was delighted that this &#34;long lost&#34; 3rd album was finally seeing the light of day. As with such buried musical treasures, the expectations were high, but I'm very happy with what I hear on this album.Things start off on a slightly harsh note, with the intense, smoldering rock tune &#34;Little God.&#34; It's definitely not the typical Patty Griffin type song, and yet I thought the defiant tone of this song made for a perfect opening tune to this eclectic set of songs. Amongst this batch are, in my opinion, some of the finest songs that Patti Griffin has written and recorded. And that's a lot of fine music over the past two decades. When she puts her heart and soul into a song, the magical, expressive voice carrying the day, I can't think of any other contemporary vocalist who can move me to tears, or puts a lump in my throat like she does. This woman is a true musical treasureThe CD clocks in at nearly one hour, and not a minute is wasted. Hard to believe that this impressive album remained unreleased for so many years. Get it!"
A21NRLPZH4UBMS,B00E0P8VQQ,5.0,"I was lucky enough to know people who knew people who knew people that I heard, many times, the original Silver Bell, and because of that I favor the original. On the other hand Glyn Johns has done a wonderful job of re-producing the album. Over the years, after Silver Bell, Patty Griffin, has drifted further and further from the material on this album, especially the hard core rock and roll. I buy all of Patty's stuff, but don't keep it all, though as I get older, I like the quieter stuff very much. Anyway you cut it, this is an essential album to any collection and especially if you love Patty Griffin's tremendous talents."
AVYHWCIW5LNAX,B00E1C4SJC,5.0,"Irish folk group Clannad is back with a great studio album titled 'Na'du'r' (13 tracks) after a 25 year hiatus. The band is also celebrating its 40 years in the music industry. Na'du'r is the Gaelic word for Nature. The CD has a great mixture of esoteric, pop/rock, classical, cappela & jazz musical sounds. There are great vocals/harmonies as in the tracks \"Vellum\" (opening track with very rich esoteric sound & wonderful melody), \"TransAtlantic\" (classical track with great piano & melody), \"The Fishing Blues\" (a pop/rock track with wonderful guitar & harmonica playing), \"A Quite Town\" (up-tempo pop track with a beautiful melody) & \"Setanta\" (great harp sound & melody). My real welcome surprise was the wonderful harp melodies in the tracks \"Lamh ar Lamh\", \"A Song In Your Heart\" (great esoteric musical sound) & \"Setanta\".Stand-outs/gems/my favourites are the tracks \"Vellum\", \"TransAtlantic\", \"The Fishing Blues\", \"A Quiet Town\" (my pick for the best track from this great CD) & \"Setanta\".On overall, the Clannad is back with a great Irish folk album in 'Na'du'r': great tunes, excellent music execution and production. A highly recommended CD listening."
A3RUELJU4YDP4J,B00E1LQ7Q0,3.0,"Not the slam dunk CD I had hoped it would be and I am a die-hard JT fan!  Is Justin losing his touch or am I losing my ear for good music.  At best there are a few good tracks to be had here, but for the most part, the two CD collection could definitely be condensed down to the one he originally came out with.  The one saving grace is that this 2-Cd set didn't cost much more than the one CD he released a few weeks earlier."
A1B621EA66Z8KV,B00E1LQ7Q0,5.0,"as a huge fan of his ever since nsync...one thing about justin, he makes great music!!  & this collection has both parts 1 & 2, every song is soooo good and also so different than what you hear on the current radio stations.  it's definitely different from futuresex/lovesounds...that album was more of a dance/club feel, this is more of a groove feel if you get my meaning.  i personally love tko and take back the night...i can't believe those 2 songs never made it in the top 10 on the hot 100.  but if you like great music, you'll like every single song on this album ;)"
A21T5QFJWGXVR,B00E1ZIZ6G,1.0,Very disappointed in the Gabriel cuts.  Very moody and some are almost lifeless.  The other disc with the various artists covering Gabriel are much more listenable.
ATLZNVLYKP9AZ,B00E1ZIZ6G,4.0,"This is actually a package of two different albums: Peter Gabriel's 2010 collection of cover songs Scratch My Back and the late 2013 followup And I'll Scratch Yours, which has (most of) the artists whose songs Gabriel sang on that album reciprocating by performing Gabriel's songs. (A few backed out of the project or declined to participate, sadly including David Bowie, Radiohead, Neil Young and Ray Davies.)So don't expect a single, unified musical experience from this package. &#34;Scratch My Back&#34;, which features Peter Gabriel performing with piano and chamber orchestra, is definitely an excellent, high-concept musical experience as the songs all share similar orchestral colors. But like most tribute albums, I found &#34;And I'll Scratch Yours&#34; to be a hit-and-miss hodgepodge with brilliant moments but also less brilliant ones.I like &#34;Scratch My Back&#34; a lot, but as both a popular and classical music enthusiast, I am positively disposed to &#34;crossover classical&#34; music -- things like most of what Sting has done for the last few years, or Tori Amos' fantastic album Night of Hunters. Hell, I even like the orchestral version of The Who's Tommy.What we have in &#34;Scratch My Back&#34; is a lushly orchestrated set of Peter Gabriel music, even if he didn't write it. The atmosphere is somber and wistful overall. Very frequently, Gabriel deconstructs the music so completely that the songs are hardly recognizable, for example with Bowie's &#34;Heroes&#34; and Paul Simon's &#34;Boy in the Bubble&#34;, both of which dissolve into lovely orchestral atmospherics punctuated by Gabriel's voice bearing only slight resemblance to the original singing.&#34;And I'll Scratch Yours&#34; is definitely a mixed bag, however. (But you can count on two fingers the &#34;tribute&#34; albums that I really like -- they are almost always real hit-and-miss affairs.)I found the brightest spots when the artists did a similarly thorough deconstruct of Gabriel's music as he did in his covers. The late, great Lou Reed transforms the light and airy &#34;Solsbury Hill&#34; into a dystopian, arrhythmic fuzz-guitar fest. I had never heard of Joseph Arthur before, but he actually pulls a somewhat similar feat with &#34;Shock the Monkey&#34;. Feist (who I previously knew mainly from my son's Sesame Street DVD, where she sings a wonderful song about counting to four) also does an excellent, stripped down &#34;Don't Give Up&#34;.Another highlight is Randy Newman's take on the hit &#34;Big Time&#34;. Of course it comes out dripping with irony that was not as obvious in the original. It actually sounds like it could have been written by Randy Newman -- a kind of prequel to his early number &#34;Lonely at the Top&#34;. Fantastic.Paul Simon's 12-string guitar take on &#34;Biko&#34; is pretty great too. It kind of felt to me like Simon was getting some closure on South Africa with this one. Steve Biko was an anti-apartheid activist killed by police brutality in 1977. Although he was not a member of the African National Congress, the ANC does recognize him as a hero in the struggle against apartheid. Paul Simon caught hell from the ANC for breaking their cultural boycott of South Africa with his &#34;Graceland&#34; album, and it was actually a pretty big deal at the time. Paul Simon's final reconciliation with the ANC establishment is caught on film in the 2012 documentary film Under African Skies.A lot of the covers fell short for me, though. I'm not too into synth-pop/techno things, and we certainly have some of that here. David Byrne, normally a musical hero for me, kicks the album off with an ironically oriented electronic version of &#34;I Don't Remember&#34; that falls short, as does &#34;Not One of Us&#34;, which was like a mildly nightmarish flashback to my 1980s teen years. Arcade Fire does OK on &#34;Games Without Frontiers&#34;, but I felt they played it too straight rather than really making it their own.Another thing that stands out is that no one touches Gabriel's ultimate smash hit, &#34;Sledgehammer&#34;. I imagine Gabriel asked people not to choose that one. It has been covered a lot anyway.So overall this is a nice package. I like it. I'd give 4.5 stars to &#34;Scratch My Back&#34; alone, and 3.5 to &#34;And I'll Scratch Yours&#34;. Recommended."
AK7LUTN5GEINZ,B00E21D870,2.0,"Ok I love house music, and I really like Kaskade...I've seen him live twice. But this cd is just so bad. I like the chill-out type of house songs that Kaskade usually makes, but this cd brought that sound to another level - a level I like to call naptime. Literally I could fall asleep to some of these songs because they're so boring. Sorry, but I personally do not enjoy this album, at all."
A3R4794K2RVU1S,B00E21D870,5.0,"Kaskade has always stayed true to his roots, while continually able to produce refreshing and pleasing-to-the-ear music.Atmosphere strikes me as a personal and passionate piece for Kaskade. He offers his own voice in his single, Atmosphere. His voice is soulful, authentic, and passionate. Whether it's the chillout singles like LAX to JFK, SFO to ORD, or upbeat singles like &#34;Feel the night,&#34; you can feel his personality and his journey through the years.Atmosphere is a remarkable album. Great for relaxing & and taking a moment to go to another place."
A1YC0PWZDH50HP,B00E21DCR6,3.0,"three years in the making? and this is all they come up with? this album was pushed back several times so they could cut/add more songs. so my question is, where are the songs? only 11..it was suppose to have had 10 but they were gonna add three more..so where are they? its an alright album..not worth the wait though. its no where as good as their last one. and who goes on tour about a year before the album comes out? dont ya want ur fans to hear the new material? guess not. i asked them this question on facebook, and they blocked me. shows what little people they are..their tour is prolly gonna be over soon and their album had just came out..i guess wait till next tour and album..maybe next time, it wont take three years to make a stupid album.."
AWH57IOHA4A89,B00E34A932,5.0,"The Devil Wears Prada has produced a masterpiece. From start to finish, the album produces a gloomy aura that few can ever produce. I would strongly recommend this album to anyone."
ARAU6CGO18WT9,B00E34A932,5.0,"For the first time since Dear Love, the Devil Wears Prada has actually returned to their heavier, grittier roots. Everything about 8:18 is great. They finally stopped recycling old riffs and breakdowns in favor of totally new music, and instead of consistent highs and lows on the screams, they chose to get gritty, almost Beartooth-ish. The screams aren't overproduced this time around, and they have a genuine quality to them. 8:18 possibly has the best growls that TDWP has ever acheived. The clean vocals are also far better. Instead of the constant high-pitched, strained wailing, there is a comfortable low vocal pattern that really adds some emotion to what has been a fairly boring band. The progressive metal switch-up is a fresh change. With bands like We Came As Romans, Memphis May Fire, and Sleeping With Sirens all shamelessly trying to be radio friendly, it is nice to a see a band that hasn't forgotton what metal truly is."
A357LUSFAF6NJM,B00E34A932,5.0,"We expect that rush we got the moment we first loved them.  Whichever album, whichever song, we develop an affinity that translates into a sort of ownership in our minds.  That's why when bands come out with something that bucks that expectation we feel cheated, let down, right off the bat.  I'm of the opinion that if you like a follow up album right out of the gate it's a strong indicator for weakness.  Not always, but often.People change.  It's a fact, an undeniable truth as immutable and unchangeable as the ocean tide.  So it follows that it should be utterly impossible to create a work of art highly similar to the last while still remaining sincere, still putting your heart into it.  To an extent, if you're continuing to put your heart into your art, it HAS to evolve.  Evidence to that effect can be found in your music collections, if they're anything like mine, the ones that contain the most heart, the most artistic genius, are the ones that evolve.HOWEVER, there is a hybrid, more powerful than both: A balance you can reach, between similarity (keeping your style), and changing (evolving musically), that is stronger than one or the other by itself.  Suffice it to say that The Devil Wears Prada have managed to strike that balance pretty well with 8:18.  I loved With Roots Above and Branches Below to an extent, this is not like that album, and after listening through the automatic betrayal that brings with it, you begin to hear the glory that comes with art from the soul.Fun Stuff.  Give it a buy."
A3AIFDV9KLN58W,B00E3I3KDE,5.0,"Great Music, and so nice to get it all on one set, She is great and I hope we get more from her soon!"
A3IR5M75J6MDV4,B00E3I3KDE,4.0,"I loved Goulding's song, &#34;Lights,&#34; so I bought Halcyon Days.  Well, there is some good music here, and I enjoyed it more or less.  Her voice is a little whiny and does begin to annoy after a while."
A2AIMXT9PLAM12,B00E3ISHR8,3.0,"The Rachmaninov First has lost its position as a rarely heard work, on records at least. After being lost for sixty years and then reconstructed after WW II, the score became standard fare in the Soviet era. Various Russian conductors have the measure of the music, so very fine readings are available from Svetlanov onward. If you own the EMI account under Mariss Jansons or the newest one, also on EMI, from young Vasily Petrenko, this anodyne performance by Slatkin and the Detroit Sm. really isn't enticing. As with the first two installments in his Rachmaninov symphony cycle, the conducting approaches this passionate, turbulent music without enough engagement.Since the orchestra has had its struggles, in keeping with the problems of other regional American orchestras since the downturn of 2007, I wish that Naxos was producing a series of winning recordings from Detroit.  but Slatkin is coasting, which is true, more or less, in the releases with his other orchestra in Lyon.  It's a shame that a promising talent has petered out this way. In any case, the program begins with Rachmaninov's best-known tone poem, The Isle of the Dead, given a lifeless reading that proceeds from bar to bar without making any impression. The symphony begins with a fairly strong statement of the score's leading motif, only to lapse into rote music-making. The two inner movements make an effect of prettiness only. the finale finds more energy - it could hardly summon less - but lacks tension and conviction. throughout the orchestra plays with tight ensemble, and the various solos come off well, without seeming like anything special.This Rachmaninov cycle has received some very good reviews at various places, and I wish the orchestra a brighter financial future. But the Russians own these symphonies. For a gripping account by an American orchestra, one has to go back to Ormandy and the Philadelphians, who carried the banner for Rachmaninov at a time when everyone else was content to let it fall."
A1AL15PY5AVFNX,B00E3JGCEW,3.0,"On their 8th album, Philadelphia&#8217;s Dr. Dog play it loose & fun, with a classic country pop edge that mixes a number of styles:  50s roots-harmony indie pop, backporch gospel-clap Dylan rock, banjo-pickin&#8217; folk music with horns & fiddles & odd sounds, acoustic guitar-strum traditional style folk ballads, funky keyboard blues numbers, pretty & twisted psych/pop ballads, and more.  An overall raucous and eclectic sense of down-home good-time music pervades &#8220;B-Room&#8221;.  Sort of like a mix of Wilco and The Band, playing at the local bar with a sloppy, but heartfelt, style of diverse Americana.  Not bad, but I long for the &#8220;finished&#8221; feel and honest beauty of 2010&#8217;s &#8220;Shame, Shame&#8221;."
A2NO8UVH0HJQUW,B00E3JGCEW,5.0,"As you know, I am rather a jazz-funk fiend. But this album of indie-music, queer and strange, captures me entirely. This is knee-deep pop music with heavy references to Mott the Hoople and Bowie of the very early 70s which is just plain fun to listen to.Hats off to the guys from Dr. Dog - it's simply such a refreshing album.Keep the good work on, Dr. Dog!Going back in time to come up with the future: what a delight!Enjoy!"
A2IFM36ETSU5CT,B00E3Q723A,5.0,"Too bad this was the end for phill. Awesome cd, very good guitars. John Sykes is awesome on here. Buy it!"
ATO7I57X6O1H1,B00E4DJLEU,5.0,"Most of the music I listen too features alot of electronics, this album doesn't. The amazing songwriting and vocals transcend genre. So good."
A11BF3WX0WJ24N,B00E4Q70SQ,5.0,"Yet another remarkable release from one very talented singer/songwriter!  This is Blunt's best release to date, expanding an already outstanding catalogue.  There's not a single miss on this one...every track is a wonderful gem!  This is a very well produced package of incredibly beautiful songs.  Truly awesome....enjoy!"
A3PCTD8QM1BIXI,B00E4U81TO,2.0,"The Weekend first gained attention with his trilogy of mixtapes, which he later remastered and released as Trilogy. I'm not the biggest fan of The Weekend's vocal style, however I don't deny his talent so I was willing him to give him a chance. Listening to his debut almost put to sleep while listening to it with a clear mind. The album is a little bit overly ambitous for a major label debut. As many proffesional reviews, have stated there isn't that Yeezus]] in the sense that the album won't be for all tastes. The album does have a few highlights with the singles Kiss Land, Love In The Sky For and the Drake assited Live For.  I'm all for creative control and an artist staying but with The Weekend being backed by Drake, I expected a stronger major label debut and this just isn't it. Maybe a track produced by fellow Candian Boi-1da would helped out.  If you want some good R&B;, two GREAT albums R&B; released last week wereA Place Called LovelandandAppreciation Day. I was rooting for The Weekend but his debut just didn't cut it for me."
A1U1VVLJA7LAX0,B00E4V099S,3.0,"I was impressed by only half of the songs on the CD. She has done better work previously. The riffs were more smoke filled back rooms than prime time, crowd filled, dance hall jams. I liked almost if not all of the cuts on her previous CD's."
A30NFXK24GVIUD,B00E4V0ACY,5.0,"Donald Lawrence is one of my favorite Gospel Artist.  Most of the songs on this album have been remade with different artists singing them.  However, if you love Donald, it won't matter.  The songs are my favorites so I would buy this again and again."
A2PCZOX3D0EFP8,B00E4V0IG2,4.0,It has a sort of flow to it. Not all of the songs are favorable to me but Lyfe's lyrical content remains true to who he is and that is what makes this a solid album.
A1A535W556ROBQ,B00E5GK654,4.0,"I'm a bit confused by the dates if some of these songs are supposed to be from his pre-Small Faces years, as the band was formed in 1965.  Of course, you can find these songs as extras on other releases, so there is nothing really new here except the odd packaging."
A3J09TH0D7BVN7,B00E5N8DX4,2.0,"Well, Uncle Ted rocks this out, BUT he keeps repeating the same same same crap over and over between songs and sometimes in the songs. How many times can you say &#34;Spirit&#34;, &#34;Funk Brothers&#34;, &#34;Motown&#34;, Blood Brothers&#34; ad nauseam. Over and over again. Dementia at least must be causing this. Of course we know he spews so much hatred for anything other than gun loving meat eaters. JUST SHUT UP TED AND PLAY YOUR GUITAR!!!!!!"
A10KCGSDJJAVRO,B00E5N8EPQ,3.0,"Solid but unspectacular collection of latter-day Ray. It is neither lenghtly nor a fair representaion of what Ray did for music, black music and the American culture (especially as a blind, black male in the segregated 1960s). One of the nice things about this collection is that it offers a dozen tracks that don't often come up on Ray Charlwes best of/anthology sets, so for that reason it may be worth searching out. The Deluxe Version includes a DVD. None of these string-ladden, pop songs touches on his brilliant and ground breaking early work, but as a listen, you can't argue with any selection. Fairly mellow (and safe) picks, mind you."
A2YUJP9OAH7ULO,B00E5N8EPQ,5.0,"I LOVE IT! I WOULD SAY THAT THIS ALBUM IS A MUST HAVE FOR ALL RAY CHARLES FANS.  VERY GOOD COLLECTION OF TUNES.  SOME I'VE HEARD BEFORE AND THERE ARE SOME THAT I HAVE NOT HEARD BEFORE BY HIM. YOU CAN CHECK IT OUT FOR YOURSELF, I BELIEVE YOU WILL NOT BE DISAPPOINTED.  I ASSURE YOU, THIS YOU CAN TAKE TO THE BANK."
ASEBX8TBYWQWA,B00E5N8EPQ,5.0,"Released by Concord Records (who purchased Charles' label, ABC-Paramount ) in conjunction with the US Postal Service (who sold CDs of jazz and blues artists in the 1980s in conjunction with commemorative stamps)at the same time that a Charles \"Forever\" stamp was issued in September, this CD/DVD package is a must for Charles' fans and, hopefully, will make new ones.The label, and the USPS, picked the right person to produce this package.  Valerie Ervin is the President of the Ray Charles Foundation and had access to previously unissued recordings AND video! And though the CD only contains 12 tracks - and runs 47 minutes - this is probably the best \"picture\" of Charles breadth that I can think of. (Ok his \"country music\" covers are missing, but, what the heck!)Charles say in one of the interview clips on the DVD (more on that in a minute) that he didn't record \"jazz or blues or country or pop music\". He \"recorded music\", and that is obvious when you look at the track list. Yes, Leon Russell wrote, and recorded, \"A Song For You\", Shirley Jones sang \"\"Till There Was You\" in \"The Music Man\" and Frank Sinatra (and many others) recorded the Harold Arlen-penned \"Come Rain or Come Shine\", but none did it the way Charles does it here. And one previously released recording - Johnny Cash's hit \"Ring of Fire\" (penned by his wife June Carter along with Merle Kilgore) - was a revelation to me  And then there is the unreleased track - A 4:16 version of \"They Can't Take That Away from Me\". Marvelous!I mentioned the DVD included in the \"Deluxe package\" and I urge Charles fans to go for that. It's short - at 21 minutes - and, sadly, not indexed into chapters - and includes some rare footage of Charles in performance (along with that interview) chosen by Ervin.  The 12-page booklet enclosed spends two pages on ONE photo of Charles, four on listing the tracks with basic info in large print, and a nice two page essay (in tiny print) by Ervin.Charles was called \"The Genius\" by some, and I'm not one to question that. He's an American music icon and this tribute is fitting.I hope you found this review both informative and helpful.Steve Ramm\"Anything Phonographic\""
A3DJWBKTF1PO7I,B00E5U1BH2,4.0,"Who can be other than charmed by Tim O'Brien in general.  What a big talent and great singer.  I had trouble warming to this duet, however, and I can't tell you why particularly.  My problem, probably, not his"
